조사년도,개방ID,학교명,학교급명,시도명,학제유형명,유초중등학생_학생수,초등과정졸업생수,중등과정졸업생수,고등과정졸업생수,유초중등학생_졸업생수,취업자수,일반고진학학생수,특수목적고등학교진학학생수,자율고등학교진학학생수,특성화고진학학생수,특수학급학생수,진학학생수,국내대학진학학생수,국내전문대학진학학생수,국내각종학교진학학생수,국내교육대학진학학생수
2019,6364062905,종암중학교,해당없음,서울,중학교,629,0,0,0,199,0,137,0,0,39,9,179,0,0,0,0
2019,6367434442,서울경수초등학교,해당없음,서울,초등학교,281,0,0,0,52,0,0,0,0,0,4,52,0,0,0,0
2019,6373435616,성심여자중학교,해당없음,서울,중학교,303,0,0,0,111,0,85,0,0,14,0,99,0,0,0,0
2019,6374163031,중동중학교,해당없음,서울,중학교,593,0,0,0,193,0,106,0,0,22,0,133,0,0,0,0
2019,6374987006,우촌초등학교,해당없음,서울,초등학교,519,0,0,0,62,0,0,0,0,0,0,62,0,0,0,0
2019,6377428352,숭인중학교,해당없음,서울,중학교,358,0,0,0,132,0,79,0,0,32,8,112,0,0,0,0
2019,6380313336,연북중학교,해당없음,서울,중학교,379,0,0,0,149,0,98,0,0,17,4,116,0,0,0,0
2019,6386181473,서울온곡초등학교,해당없음,서울,초등학교,707,0,0,0,108,0,0,0,0,0,0,108,0,0,0,0
2019,6388343334,한국구화학교,해당없음,서울,특수학교,151,6,13,18,44,3,0,0,0,0,0,1,0,0,0,0
2019,6389461815,신연중학교,해당없음,서울,중학교,401,0,0,0,149,0,107,0,0,25,10,134,0,0,0,0
2019,6390260577,금옥여자고등학교,해당없음,서울,일반고등학교,710,0,0,0,309,63,0,0,0,0,22,182,80,100,0,2
2019,6394005477,새소리유치원,해당없음,서울,유치원,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0
2019,6395828306,정님유치원,해당없음,서울,유치원,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
2019,6395857810,한성여자고등학교,해당없음,서울,일반고등학교,757,0,0,0,325,11,0,0,0,0,0,231,115,114,0,0
2019,6397889852,세종유치원,해당없음,서울,유치원,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0
2019,6404626488,장훈고등학교,해당없음,서울,자율고등학교,933,0,0,0,313,0,0,0,0,0,0,191,160,30,0,0
2019,6409125626,덕산중학교,해당없음,서울,중학교,426,0,0,0,164,0,108,0,0,43,0,151,0,0,0,0
2019,6410698473,대일관광고등학교,해당없음,서울,특성화고등학교,530,0,0,0,189,44,0,0,0,0,0,88,10,77,0,0
2019,6412326574,중화고등학교,해당없음,서울,일반고등학교,591,0,0,0,285,1,0,0,0,0,15,162,85,77,0,0
2019,6428243339,서울오봉초등학교,해당없음,서울,초등학교,384,0,0,0,74,0,0,0,0,0,2,74,0,0,0,0
2019,6429206788,서울초당초등학교,해당없음,서울,초등학교,1000,0,0,0,169,0,0,0,0,0,0,169,0,0,0,0
2019,6431324660,올림픽유치원,해당없음,서울,유치원,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0
2019,6434085726,수명고등학교,해당없음,서울,일반고등학교,595,0,0,0,247,11,0,0,0,0,18,145,76,69,0,0
2019,6438217937,서울신용산초등학교,해당없음,서울,초등학교,1668,0,0,0,277,0,0,0,0,0,5,277,0,0,0,0
2019,6440361022,삼육대학교부속유치원,해당없음,서울,유치원,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0
2019,6442738533,문일중학교,해당없음,서울,중학교,428,0,0,0,169,0,121,0,0,34,0,162,0,0,0,0
2019,6450547516,서울위례별유치원,해당없음,서울,유치원,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0
2019,6451114535,화계중학교,해당없음,서울,중학교,405,0,0,0,166,0,95,0,0,55,4,150,0,0,0,0
2019,6451604306,자양고등학교,해당없음,서울,일반고등학교,834,0,0,0,405,0,0,0,0,0,19,230,124,106,0,0
2019,6458415508,청남학원부속보나유치원,해당없음,서울,유치원,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
2019,6460256040,성심유치원,해당없음,서울,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6474073171,서울돈암초등학교,해당없음,서울,초등학교,1133,0,0,0,211,0,0,0,0,0,10,210,0,0,0,0
2019,6477699518,서울정심초등학교병설유치원,해당없음,서울,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6482368707,숭문고등학교,해당없음,서울,자율고등학교,625,0,0,0,239,0,0,0,0,0,0,155,132,21,0,0
2019,6486617326,서울성자초등학교,해당없음,서울,초등학교,658,0,0,0,104,0,0,0,0,0,0,104,0,0,0,0
2019,6493013858,송파중학교,해당없음,서울,중학교,1008,0,0,0,366,0,243,0,0,31,6,274,0,0,0,0
2019,6493462324,예은유치원,해당없음,서울,유치원,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
2019,6496970653,명지고등학교,해당없음,서울,일반고등학교,1435,0,0,0,578,12,0,0,0,0,21,317,190,122,0,5
2019,6501215517,서울화곡초등학교,해당없음,서울,초등학교,1043,0,0,0,148,0,0,0,0,0,18,148,0,0,0,0
2019,6509496033,시연유치원,해당없음,서울,유치원,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0
2019,6510101139,경복초등학교,해당없음,서울,초등학교,818,0,0,0,134,0,0,0,0,0,0,134,0,0,0,0
2019,6513387382,단국대학교사범대학부속중학교,해당없음,서울,중학교,593,0,0,0,192,0,150,0,0,5,0,165,0,0,0,0
2019,6517612934,서울경운학교,해당없음,서울,특수학교,131,9,8,13,34,0,0,0,0,0,0,0,0,0,0,0
2019,6522196292,서울가양초등학교,해당없음,서울,초등학교,235,0,0,0,47,0,0,0,0,0,3,47,0,0,0,0
2019,6523809373,광희중학교,해당없음,서울,중학교,833,0,0,0,304,0,205,0,0,23,7,231,0,0,0,0
2019,6534198641,색동유치원,해당없음,서울,유치원,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
2019,6537502050,서울창신초등학교병설유치원,해당없음,서울,유치원,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
2019,6542676031,서울위례초등학교,원천코드없음,서울,초등학교,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6543196916,서울영도초등학교병설유치원,해당없음,서울,유치원,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0
2019,6545150101,서울장위초등학교병설유치원,해당없음,서울,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6546261608,서울창일초등학교,해당없음,서울,초등학교,975,0,0,0,183,0,0,0,0,0,0,183,0,0,0,0
2019,6546696126,서울신화초등학교,해당없음,서울,초등학교,484,0,0,0,89,0,0,0,0,0,8,89,0,0,0,0
2019,6548301696,서울우솔초등학교병설유치원,해당없음,서울,유치원,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
2019,6549763500,서울은로초등학교병설유치원,해당없음,서울,유치원,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
2019,6552885055,유석초등학교,해당없음,서울,초등학교,300,0,0,0,44,0,0,0,0,0,0,44,0,0,0,0
2019,6553195655,연세유치원,해당없음,서울,유치원,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
2019,6555083394,봄내유치원,해당없음,서울,유치원,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0
2019,6564320921,광성고등학교,해당없음,서울,일반고등학교,720,0,0,0,305,0,0,0,0,0,0,193,135,58,0,0
2019,6566719889,서울금융고등학교,해당없음,서울,특성화고등학교,329,0,0,0,192,13,0,0,0,0,19,83,14,68,0,0
2019,6568633377,한신초등학교,해당없음,서울,초등학교,529,0,0,0,89,0,0,0,0,0,0,89,0,0,0,0
2019,6571734011,서울신가초등학교,해당없음,서울,초등학교,719,0,0,0,130,0,0,0,0,0,6,130,0,0,0,0
2019,6572468936,서울동작초등학교,해당없음,서울,초등학교,430,0,0,0,52,0,0,0,0,0,5,52,0,0,0,0
2019,6576028227,서울창경초등학교,해당없음,서울,초등학교,991,0,0,0,157,0,0,0,0,0,0,157,0,0,0,0
2019,6576502442,서울광진학교,해당없음,서울,특수학교,147,7,13,18,51,3,0,0,0,0,0,0,0,0,0,0
2019,6577851057,서울상암초등학교병설유치원,해당없음,서울,유치원,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
2019,6582746088,한마음유치원,해당없음,서울,유치원,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0
2019,6582783102,에덴유치원,해당없음,서울,유치원,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0
2019,6588308990,서울포이초등학교,해당없음,서울,초등학교,434,0,0,0,85,0,0,0,0,0,4,85,0,0,0,0
2019,6596734344,새시대유치원,해당없음,서울,유치원,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2019,6597187101,경성중학교,해당없음,서울,중학교,299,0,0,0,118,0,91,0,0,11,0,106,0,0,0,0
2019,6599692821,서울하늘숲유치원,해당없음,서울,유치원,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0
2019,6602976918,서울용답초등학교병설유치원,해당없음,서울,유치원,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
2019,6606324851,서울자양초등학교병설유치원,해당없음,서울,유치원,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
2019,6610681831,서라벌고등학교,해당없음,서울,일반고등학교,1221,0,0,0,584,0,0,0,0,0,0,405,350,55,0,0
2019,6622782349,서울신천초등학교,해당없음,서울,초등학교,457,0,0,0,90,0,0,0,0,0,14,90,0,0,0,0
2019,6627000927,유한공업고등학교,해당없음,서울,특성화고등학교,604,0,0,0,199,97,0,0,0,0,0,38,13,25,0,0
2019,6636984646,국사봉중학교,해당없음,서울,중학교,325,0,0,0,134,0,67,0,0,36,12,103,0,0,0,0
2019,6642172038,서울정화고등학교,해당없음,서울,특성화고등학교,334,0,0,0,157,48,0,0,0,0,0,58,9,49,0,0
2019,6643243312,예일유치원,해당없음,서울,유치원,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0
2019,6647960245,강남중학교,해당없음,서울,중학교,427,0,0,0,163,0,107,0,0,41,9,149,0,0,0,0
2019,6652893364,서울백운초등학교,해당없음,서울,초등학교,916,0,0,0,147,0,0,0,0,0,6,147,0,0,0,0
2019,6658858060,서울영남초등학교,해당없음,서울,초등학교,346,0,0,0,51,0,0,0,0,0,5,51,0,0,0,0
2019,6663027822,서울인왕초등학교병설유치원,해당없음,서울,유치원,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
2019,6673184275,상계고등학교,해당없음,서울,일반고등학교,860,0,0,0,416,0,0,0,0,0,0,265,175,88,0,0
2019,6673609137,명지중학교,해당없음,서울,중학교,655,0,0,0,230,0,182,0,0,31,0,213,0,0,0,0
2019,6673856437,서울충무초등학교병설유치원,해당없음,서울,유치원,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
2019,6674134850,시흥중학교,해당없음,서울,중학교,659,0,0,0,302,0,119,0,0,82,14,201,0,0,0,0
2019,6674782335,경문고등학교,해당없음,서울,자율고등학교,588,0,0,0,295,0,0,0,0,0,0,133,106,25,0,0
2019,6685790657,잠신중학교,해당없음,서울,중학교,1183,0,0,0,423,0,297,0,0,9,6,311,0,0,0,0
2019,6688719630,꿈밭유치원,해당없음,서울,유치원,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
2019,6689087629,양정고등학교,해당없음,서울,자율고등학교,1127,0,0,0,406,0,0,0,0,0,0,176,167,7,0,2
2019,6696928262,경일중학교,해당없음,서울,중학교,286,0,0,0,106,0,32,0,0,21,0,54,0,0,0,0
2019,6697044134,휘경여자중학교,해당없음,서울,중학교,482,0,0,0,195,0,150,0,0,36,0,187,0,0,0,0
2019,6702258348,안천중학교,해당없음,서울,중학교,407,0,0,0,131,0,55,0,0,34,4,91,0,0,0,0
2019,6706429719,영재유치원,해당없음,서울,유치원,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0
2019,6707452178,목일중학교,해당없음,서울,중학교,1205,0,0,0,409,0,316,0,0,17,0,337,0,0,0,0
2019,6728921651,노원중학교,해당없음,서울,중학교,544,0,0,0,174,0,131,0,0,36,4,168,0,0,0,0
2019,6728991389,공항제일유치원,해당없음,서울,유치원,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
2019,6733014702,전농중학교,해당없음,서울,중학교,481,0,0,0,191,0,84,0,0,49,0,134,0,0,0,0
2019,6740188002,한서고등학교,해당없음,서울,일반고등학교,668,0,0,0,256,35,0,0,0,0,0,177,112,57,0,2
2019,6744389951,서울강남초등학교,해당없음,서울,초등학교,887,0,0,0,144,0,0,0,0,0,14,144,0,0,0,0
2019,6750213027,서울삼성초등학교병설유치원,해당없음,서울,유치원,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0
2019,6751353502,서울남사초등학교,해당없음,서울,초등학교,587,0,0,0,101,0,0,0,0,0,5,101,0,0,0,0
2019,6763794124,서울장수초등학교병설유치원,해당없음,서울,유치원,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
2019,6763863325,은아유치원,해당없음,서울,유치원,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0
2019,6764627754,서울중원초등학교,해당없음,서울,초등학교,553,0,0,0,111,0,0,0,0,0,0,111,0,0,0,0
2019,6764680862,서울중광초등학교,해당없음,서울,초등학교,266,0,0,0,37,0,0,0,0,0,5,37,0,0,0,0
2019,6765885710,송파유정유치원,해당없음,서울,유치원,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0
2019,6768283069,공릉중학교,해당없음,서울,중학교,772,0,0,0,243,0,177,0,0,46,3,223,0,0,0,0
2019,6772681891,서울중마초등학교,해당없음,서울,초등학교,551,0,0,0,76,0,0,0,0,0,5,76,0,0,0,0
2019,6772851407,서울금호초등학교,해당없음,서울,초등학교,600,0,0,0,100,0,0,0,0,0,4,100,0,0,0,0
2019,6778997957,송곡고등학교,해당없음,서울,일반고등학교,706,0,0,0,329,4,0,0,0,0,0,232,140,92,0,0
2019,6787701189,서울문성초등학교,해당없음,서울,초등학교,432,0,0,0,73,0,0,0,0,0,16,73,0,0,0,0
2019,6790811479,이화여자대학교사범대학부속이화?금란중학교,해당없음,서울,중학교,400,0,0,0,172,0,96,0,0,14,0,113,0,0,0,0
2019,6795142173,동작고등학교,해당없음,서울,일반고등학교,719,0,0,0,297,30,0,0,0,0,18,171,78,93,0,0
2019,6802918434,서울하늘초등학교병설유치원,해당없음,서울,유치원,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
2019,6810221016,서문여자중학교,해당없음,서울,중학교,670,0,0,0,257,0,217,0,0,9,0,227,0,0,0,0
2019,6816302120,서울상천초등학교,해당없음,서울,초등학교,370,0,0,0,53,0,0,0,0,0,4,53,0,0,0,0
2019,6818108856,동작중학교,해당없음,서울,중학교,371,0,0,0,142,0,85,0,0,18,0,103,0,0,0,0
2019,6819349646,우촌유치원,해당없음,서울,유치원,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
2019,6824730694,구로고등학교,해당없음,서울,일반고등학교,884,0,0,0,341,0,0,0,0,0,0,249,120,128,0,1
2019,6829646110,서울도성초등학교,해당없음,서울,초등학교,1740,0,0,0,351,0,0,0,0,0,3,351,0,0,0,0
2019,6833421051,한영중학교,해당없음,서울,중학교,674,0,0,0,249,0,193,0,0,23,0,216,0,0,0,0
2019,6836291015,온누리유치원,해당없음,서울,유치원,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0
2019,6836446046,좋은나라유치원,해당없음,서울,유치원,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0
2019,6837131083,서울상봉초등학교,해당없음,서울,초등학교,663,0,0,0,104,0,0,0,0,0,6,104,0,0,0,0
2019,6838432490,서울탑동유치원,해당없음,서울,유치원,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0
2019,6841519713,서울양목초등학교,해당없음,서울,초등학교,855,0,0,0,139,0,0,0,0,0,10,139,0,0,0,0
2019,6854373931,구암고등학교,해당없음,서울,일반고등학교,633,0,0,0,256,20,0,0,0,0,17,152,91,60,0,1
2019,6857711136,신정여자중학교,해당없음,서울,중학교,463,0,0,0,180,0,107,0,0,60,0,168,0,0,0,0
2019,6858356475,경복고등학교,해당없음,서울,일반고등학교,834,0,0,0,402,4,0,0,0,0,15,219,156,63,0,0
2019,6859768927,서울상현초등학교,해당없음,서울,초등학교,957,0,0,0,154,0,0,0,0,0,3,154,0,0,0,0
2019,6860253870,서울논현초등학교병설유치원,해당없음,서울,유치원,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
2019,6862562716,서울매헌초등학교,해당없음,서울,초등학교,646,0,0,0,99,0,0,0,0,0,0,99,0,0,0,0
2019,6875555872,성산중학교,해당없음,서울,중학교,568,0,0,0,209,0,115,0,0,29,4,146,0,0,0,0
2019,6895065724,진관고등학교,해당없음,서울,일반고등학교,772,0,0,0,310,0,0,0,0,0,4,204,112,92,0,0
2019,6896366059,압구정고등학교,해당없음,서울,일반고등학교,629,0,0,0,332,0,0,0,0,0,0,161,114,40,0,3
2019,6899718821,건국대학교사범대학부속중학교,해당없음,서울,중학교,607,0,0,0,188,0,140,0,0,28,0,170,0,0,0,0
2019,6909099578,새봄유치원,해당없음,서울,유치원,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0
2019,6911130547,서울유치원,해당없음,서울,유치원,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2019,6915906488,염경중학교,해당없음,서울,중학교,593,0,0,0,222,0,171,0,0,19,1,190,0,0,0,0
2019,6917228281,서울대학교사범대학부설중학교,해당없음,서울,중학교,628,0,0,0,236,0,146,0,0,23,8,169,0,0,0,0
2019,6919008195,미광유치원,해당없음,서울,유치원,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
2019,6919488310,우람유치원,해당없음,서울,유치원,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0
2019,6925089299,경인중학교,해당없음,서울,중학교,617,0,0,0,207,0,180,0,0,20,11,200,0,0,0,0
2019,6926485657,서울언남초등학교병설유치원,해당없음,서울,유치원,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0
2019,6927740931,성덕여자중학교,해당없음,서울,중학교,545,0,0,0,184,0,131,0,0,41,0,174,0,0,0,0
2019,6930056214,서울효제초등학교,해당없음,서울,초등학교,224,0,0,0,61,0,0,0,0,0,4,61,0,0,0,0
2019,6930496633,노일중학교,해당없음,서울,중학교,430,0,0,0,170,0,130,0,0,32,0,162,0,0,0,0
2019,6933554887,신반포중학교,해당없음,서울,중학교,723,0,0,0,284,0,177,0,0,3,7,180,0,0,0,0
2019,6936266601,아랑유치원,해당없음,서울,유치원,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
2019,6938346922,청구이화유치원,해당없음,서울,유치원,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
2019,6947315156,정신유치원,해당없음,서울,유치원,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
2019,6947426736,서울신상도초등학교,해당없음,서울,초등학교,1403,0,0,0,171,0,0,0,0,0,14,171,0,0,0,0
2019,6950198531,서울영문초등학교,해당없음,서울,초등학교,1020,0,0,0,160,0,0,0,0,0,0,160,0,0,0,0
2019,6955071568,서울구의초등학교,해당없음,서울,초등학교,543,0,0,0,115,0,0,0,0,0,10,115,0,0,0,0
2019,6957572996,여의도중학교,해당없음,서울,중학교,739,0,0,0,256,0,167,0,0,15,7,182,0,0,0,0
2019,6962335526,한나유치원,해당없음,서울,유치원,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0
2019,6964841246,서울관악초등학교,해당없음,서울,초등학교,505,0,0,0,84,0,0,0,0,0,11,84,0,0,0,0
2019,6966804623,한국육영학교,해당없음,서울,특수학교,198,12,16,20,70,0,0,0,0,0,0,17,0,0,0,0
2019,6971985042,서울대조초등학교,해당없음,서울,초등학교,981,0,0,0,180,0,0,0,0,0,16,180,0,0,0,0
2019,6972500026,서울구남초등학교,해당없음,서울,초등학교,841,0,0,0,128,0,0,0,0,0,0,128,0,0,0,0
2019,6975279867,서울광남초등학교,해당없음,서울,초등학교,1520,0,0,0,274,0,0,0,0,0,0,274,0,0,0,0
2019,6982841014,서울거여초등학교병설유치원,해당없음,서울,유치원,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
2019,6986227571,한영중고등학교병설한영유치원,해당없음,서울,유치원,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0
2019,6987068712,개운중학교,해당없음,서울,중학교,664,0,0,0,241,0,157,0,0,28,0,186,0,0,0,0
2019,6999836027,은혜유치원,해당없음,서울,유치원,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
2019,7000459372,백운중학교,해당없음,서울,중학교,478,0,0,0,212,0,129,0,0,56,4,185,0,0,0,0
2019,7003021419,고척고등학교,해당없음,서울,자율고등학교,815,0,0,0,342,0,0,0,0,0,22,230,113,117,0,0
2019,7003559470,예일여자고등학교,해당없음,서울,일반고등학교,991,0,0,0,454,27,0,0,0,0,0,288,192,88,0,1
2019,7007440090,성남고등학교,해당없음,서울,일반고등학교,1050,0,0,0,470,3,0,0,0,0,0,261,175,85,0,0
2019,7009315490,압구정중학교,해당없음,서울,중학교,422,0,0,0,180,0,107,0,0,0,0,107,0,0,0,0
2019,7013449311,신정유치원,해당없음,서울,유치원,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0
2019,7020070612,서울양원초등학교,해당없음,서울,초등학교,294,0,0,0,41,0,0,0,0,0,10,41,0,0,0,0
2019,7021845698,서라벌중학교,해당없음,서울,중학교,350,0,0,0,133,0,71,0,0,24,0,96,0,0,0,0
2019,7026890933,은새유치원,해당없음,서울,유치원,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0
2019,7027850091,월드유치원,해당없음,서울,유치원,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0
2019,7031101465,서울영풍초등학교,해당없음,서울,초등학교,599,0,0,0,110,0,0,0,0,0,5,110,0,0,0,0
2019,7036402046,창문유치원,해당없음,서울,유치원,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0
2019,7041711211,신일유치원,해당없음,서울,유치원,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
2019,7046677589,서울신기초등학교병설유치원,해당없음,서울,유치원,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
2019,7050874710,서울수명초등학교,해당없음,서울,초등학교,1253,0,0,0,242,0,0,0,0,0,7,242,0,0,0,0
2019,7051230370,상계제일중학교,해당없음,서울,중학교,597,0,0,0,272,0,175,0,0,82,10,257,0,0,0,0
2019,7052337586,아이들세상유치원,해당없음,서울,유치원,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
2019,7053508102,영원중학교,해당없음,서울,중학교,585,0,0,0,212,0,96,0,0,40,12,136,0,0,0,0
2019,7055762231,서울고덕초등학교,해당없음,서울,초등학교,213,0,0,0,41,0,0,0,0,0,0,41,0,0,0,0
2019,7056386113,인헌중학교,해당없음,서울,중학교,550,0,0,0,236,0,176,0,0,37,0,213,0,0,0,0
2019,7064323306,영등포여자고등학교,해당없음,서울,일반고등학교,510,0,0,0,225,20,0,0,0,0,13,165,84,80,0,0
2019,7064708471,오남중학교,해당없음,서울,중학교,607,0,0,0,200,0,130,0,0,38,4,170,0,0,0,0
2019,7065951943,서울신봉초등학교병설유치원,해당없음,서울,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,7070048213,서울연희초등학교,해당없음,서울,초등학교,846,0,0,0,186,0,0,0,0,0,14,186,0,0,0,0
2019,7070859849,우일유치원,해당없음,서울,유치원,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0
2019,7071155428,동그라미유치원,해당없음,서울,유치원,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0
2019,7078020811,서울원촌초등학교,해당없음,서울,초등학교,1296,0,0,0,227,0,0,0,0,0,12,227,0,0,0,0
2019,7078374862,밀알학교,해당없음,서울,특수학교,193,14,13,20,67,0,0,0,0,0,0,0,0,0,0,0
2019,7082578957,선덕유치원,해당없음,서울,유치원,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
2019,7084298253,송곡여자중학교,해당없음,서울,중학교,198,0,0,0,61,0,49,0,0,11,0,60,0,0,0,0
2019,7085519194,서울영등포초등학교,해당없음,서울,초등학교,301,0,0,0,50,0,0,0,0,0,5,50,0,0,0,0
2019,7089151978,서울연가초등학교,해당없음,서울,초등학교,1252,0,0,0,218,0,0,0,0,0,4,218,0,0,0,0
2019,7095209479,경희초등학교,해당없음,서울,초등학교,586,0,0,0,91,0,0,0,0,0,0,91,0,0,0,0
2019,7099501013,오류중학교,해당없음,서울,중학교,358,0,0,0,146,0,112,0,0,31,6,143,0,0,0,0
2019,7109252452,동마중학교,해당없음,서울,중학교,429,0,0,0,158,0,92,0,0,27,8,119,0,0,0,0
2019,7113215148,서울신원초등학교병설유치원,해당없음,서울,유치원,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
2019,7114024102,대치중학교,해당없음,서울,중학교,482,0,0,0,190,0,139,0,0,16,0,155,0,0,0,0
2019,7121578812,백암고등학교,해당없음,서울,일반고등학교,1011,0,0,0,432,0,0,0,0,0,0,272,173,92,0,6
2019,7123550236,청원유치원,해당없음,서울,유치원,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
2019,7124111890,서울등명초등학교병설유치원,해당없음,서울,유치원,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
2019,7133598327,서울잠신초등학교병설유치원,해당없음,서울,유치원,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
2019,7137751996,동정성모유치원,해당없음,서울,유치원,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0
2019,7156285524,다연유치원,해당없음,서울,유치원,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
2019,7157060146,광성중학교,해당없음,서울,중학교,313,0,0,0,122,0,72,0,0,8,0,80,0,0,0,0
2019,7158225297,서울청계초등학교,해당없음,서울,초등학교,390,0,0,0,72,0,0,0,0,0,10,72,0,0,0,0
2019,7161649942,육영유치원,원천코드없음,서울,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,7171002268,명덕유치원,원천코드없음,서울,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,7184647202,리라초등학교,해당없음,서울,초등학교,518,0,0,0,75,0,0,0,0,0,0,75,0,0,0,0
2019,7186983406,서울금북초등학교,해당없음,서울,초등학교,827,0,0,0,116,0,0,0,0,0,7,116,0,0,0,0
2019,7191355407,영락유치원,해당없음,서울,유치원,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
2019,7192618191,서울삼일초등학교,해당없음,서울,초등학교,1041,0,0,0,143,0,0,0,0,0,0,143,0,0,0,0
2019,7195277869,한울중학교,해당없음,서울,중학교,592,0,0,0,215,0,89,0,0,62,10,151,0,0,0,0
2019,7200448095,예지유치원,해당없음,서울,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,7202671647,행당중학교,해당없음,서울,중학교,304,0,0,0,100,0,40,0,0,32,0,72,0,0,0,0
2019,7208632588,서울송원초등학교병설유치원,해당없음,서울,유치원,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2019,7214386999,서문유치원,해당없음,서울,유치원,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
2019,7222735643,리라아트고등학교,해당없음,서울,특성화고등학교,455,0,0,0,154,17,0,0,0,0,0,73,32,40,0,0
2019,7222761392,서울경동초등학교,해당없음,서울,초등학교,1072,0,0,0,130,0,0,0,0,0,10,130,0,0,0,0
