k-아파트코드,k-아파트명,주소(시군구),주소(읍면동),lon,lat,min_lat,max_lat,min_lon,max_lon,safetyScore,safetyClass,hospitalScore,educationScore,cluster,DistanceToCenter,score,class
A14206307,번동솔그린,강북구,번동,127.0393754,37.6261832,37.5991832,37.6531832,127.0123754,127.0663754,0.5683497326869013,0.0,0.4307171294593802,0.42489282803146666,0,-0.14196436384729522,0.7921859661272523,0.0
A14001101,대우월드마크용산,용산구,한강로1가,126.9729911,37.5371896,37.5101896,37.5641896,126.9459911,126.9999911,0.45300522303135715,1.0,0.5487988667558114,0.42489282803146666,2,-0.16382828247348194,0.5370396772009353,1.0
A15009402,문래삼환,영등포구,문래동4가,126.889503,37.5137751,37.4867751,37.5407751,126.862503,126.916503,0.6567745665810436,0.0,0.4053097230537447,0.42489282803146666,0,-0.09454997979909248,0.8396003501754551,0.0
A15009505,문래두산위브,영등포구,문래동5가,126.8858207,37.5168776,37.4898776,37.5438776,126.8588207,126.9128207,0.689109079772006,0.0,0.38666528592108923,0.42489282803146666,0,-0.10402969108393674,0.8301206388906108,0.0
A15005603,신길삼성,영등포구,신길동,126.9112059,37.4963711,37.4693711,37.5233711,126.8842059,126.9382059,0.7008807070268878,0.0,0.8752491993945535,0.6978103961036604,0,-0.49556355866573526,0.43858677130881235,0.0
A13586602,삼성홍실,강남구,삼성동,127.0596516,37.5199747,37.4929747,37.5469747,127.0326516,127.0866516,0.6342159009786603,0.0,0.569152378009103,0.6978103961036604,0,-0.3228008495414573,0.6113494804330903,0.0
A13785201,방배2차현대홈타운,서초구,방배동,126.9839318,37.4901591,37.4631591,37.5171591,126.9569318,127.0109318,0.3771791254457091,1.0,0.4084947153386737,0.6978103961036604,2,-0.2987329264441724,0.4021350332302448,1.0
A13887403,현대리버빌2차아파트,송파구,풍납동,127.1168432,37.5321466,37.5051466,37.5591466,127.0898432,127.1438432,0.3259675696041211,1.0,0.4251075937745763,0.6978103961036604,2,-0.2878338166272884,0.41303414304712877,1.0
A15106103,봉천은천2단지,관악구,봉천동,126.964559,37.4699879,37.4429879,37.4969879,126.937559,126.991559,0.3507230001718876,1.0,0.43140117975163733,0.6978103961036604,2,-0.289470015462477,0.41139794421194015,1.0
A15108003,남현우림루미아트,관악구,남현동,126.9754499,37.4726423,37.4456423,37.4996423,126.9484499,127.0024499,0.34914396322774643,1.0,0.4959867770001073,0.15034002468695706,2,-0.26853378975180026,0.4323341699226169,1.0
A13982003,상계신동아,노원구,상계동,127.0675315,37.6674029,37.6404029,37.6944029,127.0405315,127.0945315,0.11751418298974178,2.0,0.5145109779478886,0.15034002468695706,2,-0.3281944843551189,0.3726734753192983,1.0
A13402002,천호태영,강동구,천호동,127.130007,37.5381545,37.5111545,37.5651545,127.103007,127.157007,0.30327026559578907,1.0,0.44849864241016174,0.15034002468695706,2,-0.26563971381099816,0.435228245863419,1.0
A13085902,전농동신성미소지움아파트,동대문구,전농동,127.0485695,37.5783111,37.5513111,37.6053111,127.0215695,127.0755695,0.6094487192906213,0.0,0.4964654782759118,0.15034002468695706,0,-0.2568421879850733,0.6773081419894743,0.0
A13203403,쌍문금호2차,도봉구,쌍문동,127.0290465,37.6569631,37.6299631,37.6839631,127.0020465,127.0560465,0.3876921281579261,1.0,0.28778120346703956,0.15034002468695706,1,-0.3121408798827872,0.1014562942482441,2.0
A15005302,신길건영,영등포구,신길동,126.9009904,37.5042671,37.4772671,37.5312671,126.8739904,126.9279904,0.6392027109201771,0.0,0.3725732814344461,0.4542142409158353,0,-0.14030251075618835,0.7938478192183592,0.0
A13120403,면목경남아너스빌,중랑구,면목동,127.0804639,37.5754912,37.5484912,37.6024912,127.0534639,127.1074639,0.6071640852318276,0.0,0.5412657556630326,0.4542142409158353,0,-0.12148222442213241,0.8126681055524152,0.0
A15722307,방화1단지(장미),강서구,방화동,126.8175777,37.5742114,37.5472114,37.6012114,126.7905777,126.8445777,0.014811636935564976,2.0,0.48757350802143123,0.4542142409158353,2,-0.2958249775925341,0.40504298208188305,1.0
A15005401,신길삼성제2,영등포구,신길동,126.9137002,37.5073222,37.4803222,37.5343222,126.8867002,126.9407002,0.5724293453519035,0.0,0.5255578240125749,0.4542142409158353,0,-0.1434289261035672,0.7907214038709804,0.0
A15010202,양평삼성래미안,영등포구,양평동2가,126.882579,37.5244017,37.4974017,37.5514017,126.855579,126.909579,0.6811917065285382,0.0,0.6264047320949164,0.4542142409158353,0,-0.15486874490042335,0.7792815850741243,0.0
A15683901,상도쌍용,동작구,상도동,126.9316464,37.5015468,37.4745468,37.5285468,126.9046464,126.9586464,0.5773044116864976,0.0,0.5882113463679077,0.3049913726674856,0,-0.17923220124340566,0.754918128731142,0.0
A13382106,성수동아,성동구,성수동1가,127.0454954,37.5442259,37.5172259,37.5712259,127.0184954,127.0724954,0.5946667426755552,0.0,0.5582193435952789,0.3049913726674856,0,-0.15182333476077703,0.7823269952137706,0.0
A12010103,홍은풍림2차,서대문구,홍은동,126.943037,37.5932796,37.5662796,37.6202796,126.916037,126.970037,0.3349241073541688,1.0,0.458657046305021,0.3049913726674856,2,-0.11409024286558841,0.5867777168088287,1.0
A15009201,문래남성,영등포구,문래동2가,126.8915407,37.5126219,37.4856219,37.5396219,126.8645407,126.9185407,0.745025633827628,0.0,0.4558691631609849,0.3049913726674856,0,-0.10456054851881841,0.8295897814557291,0.0
A15009607,문래현대2차,영등포구,문래동6가,126.882871,37.520444,37.493444,37.547444,126.855871,126.909871,0.7089080306849442,0.0,0.8568800589200919,0.3049913726674856,0,-0.38199109281700744,0.5521592371575401,0.0
A13527010,도곡우성아파트,강남구,도곡동,127.0371243,37.488203,37.461203,37.515203,127.0101243,127.0641243,0.7981022494201463,0.0,0.4197434485283459,0.4449264068188622,0,-0.13282880259338528,0.8013215273811624,0.0
A15886505,신정푸른마을4단지,양천구,신정동,126.8390636,37.5133188,37.4863188,37.5403188,126.8120636,126.8660636,0.37644365035284666,1.0,0.5424214980923492,0.4449264068188622,2,-0.1016892229364519,0.5991787367379653,1.0
A15208204,고척한일유앤아이,구로구,고척동,126.8510935,37.5080441,37.4810441,37.5350441,126.8240935,126.8780935,0.43650942080437527,1.0,0.3870417755552146,0.4449264068188622,2,-0.1582763505909617,0.5425916090834555,1.0
A13790716,"신반포 한신 25,26,27차 아파트",서초구,잠원동,127.0093473,37.5148608,37.4878608,37.5418608,126.9823473,127.0363473,0.7166664217555443,0.0,0.3755293950067569,0.4449264068188622,0,-0.12358538339731052,0.8105649465772371,0.0
A12185606,마포신촌삼익아파트,마포구,신수동,126.9355656,37.5512309,37.5242309,37.5782309,126.9085656,126.9625656,0.36317678555601796,1.0,0.5816649570867907,0.4449264068188622,2,-0.1249482230036485,0.5759197366707687,1.0
A15807306,신정e-편한세상,양천구,신정동,126.8431245,37.5125102,37.4855102,37.5395102,126.8161245,126.8701245,0.4038175071744028,1.0,0.40616630652537494,0.15733628819372097,2,-0.28298309767931407,0.4178848619951031,1.0
A15283707,고척동센츄리,구로구,고척동,126.8622842,37.5044346,37.4774346,37.5314346,126.8352842,126.8892842,0.6961626651666829,0.0,0.37815724730129363,0.15733628819372097,0,-0.2580728850780202,0.6760774448965274,0.0
A13510103,삼성청담공원,강남구,청담동,127.0505804,37.5224412,37.4954412,37.5494412,127.0235804,127.0775804,0.7964360276751499,0.0,0.3862216611940743,0.15733628819372097,0,-0.2741736370048993,0.6599766929696483,0.0
A15004405,당산2차삼성,영등포구,당산동4가,126.8980001,37.528049,37.501049,37.555049,126.8710001,126.9250001,0.3867012899460408,1.0,0.4326950550498981,0.15733628819372097,2,-0.2723828644973477,0.42848509517706945,1.0
A15105301,관악푸르지오제2단지,관악구,봉천동,126.9603002,37.4896116,37.4626116,37.516611600000005,126.9333002,126.9873002,0.4025132280865411,1.0,0.8057135469744579,0.15733628819372097,2,-0.43053930924060346,0.2703286504338137,1.0
A13707009,래미안 서초스위트 아파트,서초구,서초동,127.0199915,37.5020921,37.4750921,37.5290921,126.9929915,127.0469915,0.8420158486601186,0.0,0.6712996587201705,0.15733628819372097,0,-0.3336122413327741,0.6005380886417735,0.0
A13819001,잠실한솔,송파구,석촌동,127.1046578,37.5036204,37.4766204,37.5306204,127.0776578,127.1316578,0.3876581393711418,1.0,0.49264422091732585,0.15733628819372097,2,-0.27018751305984096,0.4306804466145762,1.0
A13790717,신반포한신16차,서초구,잠원동,127.0096069,37.5168996,37.4898996,37.5438996,126.9826069,127.0366069,0.7565502597057843,0.0,0.49411062847935694,0.15733628819372097,0,-0.24284180007215,0.6913085299023976,0.0
A13983608,상계한신,노원구,상계동,127.0596359,37.6733227,37.6463227,37.7003227,127.0326359,127.0866359,0.1278013597428195,2.0,0.7787747800294461,0.15733628819372097,2,-0.43768498161237473,0.26318297806204244,1.0
A15283902,신구로현대,구로구,구로동,126.8930516,37.4961263,37.4691263,37.5231263,126.8660516,126.9200516,0.5546780216363894,0.0,0.4028190530622967,0.15733628819372097,0,-0.2858288623985352,0.6483214675760124,0.0
A15728002,마곡수명산파크6단지,강서구,내발산동,126.8257712,37.5503051,37.5233051,37.5773051,126.7987712,126.8527712,0.3787879802335061,1.0,0.41792235390139604,0.7476795697657009,2,-0.3450287279947561,0.3558392316796611,1.0
A13922903,중계대림벽산,노원구,중계동,127.0772878,37.6472272,37.6202272,37.6742272,127.0502878,127.1042878,0.11901533503074777,2.0,0.6764856302098545,0.7476795697657009,2,-0.4330110198567599,0.2678569398176573,1.0
A15004504,당산상아,영등포구,당산동5가,126.903625,37.5300879,37.5030879,37.5570879,126.876625,126.930625,0.34686065389107146,1.0,0.41342695896425674,0.7476795697657009,2,-0.3406554971131045,0.3602124625613127,1.0
A14086101,이태원남산대림,용산구,이태원동,126.9888481,37.5407149,37.5137149,37.5677149,126.9618481,127.0158481,0.4751788346878756,1.0,0.0,0.7476795697657009,2,-0.6028861771575271,0.09798178251689005,1.0
A15603203,아이파크상도동,동작구,상도동,126.9427071,37.5007619,37.4737619,37.5277619,126.9157071,126.9697071,0.712183952442759,0.0,0.912615236427966,0.7476795697657009,0,-0.5561963611645022,0.3779539688100454,0.0
A13305005,마장SH-vill임대,성동구,마장동,127.0400784,37.5645087,37.5375087,37.5915087,127.0130784,127.0670784,0.7716617526544628,0.0,0.6496381868843796,0.7476795697657009,0,-0.3990827277616335,0.5350676022129142,0.0
A13986606,중계성원1차,노원구,중계동,127.0700519,37.6501711,37.6231711,37.6771711,127.0430519,127.0970519,0.11742577196355189,2.0,0.5328623344459534,0.7476795697657009,2,-0.38798035223859567,0.3128876074358215,1.0
A13610202,정릉푸르지오,성북구,정릉동,127.0100372,37.6062418,37.5792418,37.6332418,126.9830372,127.0370372,0.3823268528603201,1.0,0.5469709099703907,0.7476795697657009,2,-0.34896056766156547,0.3519073920128517,1.0
A14010003,용산CJ나인파크,용산구,문배동,126.9691777,37.5360982,37.5090982,37.5630982,126.9421777,126.9961777,0.46330718730742126,1.0,0.5567535863069493,0.7476795697657009,2,-0.37676088909642996,0.3241070705779872,1.0
A15007201,신대림자이,영등포구,대림동,126.902438,37.4865541,37.4595541,37.5135541,126.875438,126.929438,0.7050081528734052,0.0,0.8600701607785276,0.7476795697657009,0,-0.5167289866890499,0.41742134328549774,0.0
A13524004,개포우성3차,강남구,개포동,127.0559898,37.4838941,37.4568941,37.5108941,127.0289898,127.0829898,0.38211894198215735,1.0,0.6902769606040752,0.21976414475770434,2,-0.3006399974350511,0.4002279622393661,1.0
A14386109,자양우성2차,광진구,자양동,127.0735348,37.533336,37.506336,37.560336,127.0465348,127.1005348,0.6412613972550482,0.0,0.5613899397517076,0.21976414475770434,0,-0.19605858463821235,0.7380917453363353,0.0
A13676504,정릉스카이쌍용,성북구,정릉동,127.0170717,37.5992583,37.5722583,37.6262583,126.9900717,127.0440717,0.351289013100327,1.0,0.6236209631438824,0.21976414475770434,2,-0.24967607987854334,0.45119187979587383,1.0
A15088614,롯데캐슬엠파이어,영등포구,여의도동,126.9263879,37.5202486,37.4932486,37.5472486,126.8993879,126.9533879,0.42009754762091134,1.0,0.2533254191159378,0.21976414475770434,2,-0.3151071761042085,0.38576078357020865,1.0
A15722108,방화동부센트레빌,강서구,방화동,126.8144739,37.5747161,37.5477161,37.6017161,126.7874739,126.8414739,0.010036209736873636,2.0,0.2748267986104411,0.21976414475770434,2,-0.40769596042780204,0.29317199924661513,1.0
A13203302,쌍문삼성래미안,도봉구,쌍문동,127.0280022,37.6470609,37.6200609,37.6740609,127.0010022,127.0550022,0.37052439430197226,1.0,0.38512785711370057,0.21976414475770434,2,-0.22324333391940462,0.4776246257550125,1.0
A13785705,서초우성5차아파트,서초구,서초동,127.0266736,37.4948555,37.4678555,37.5218555,126.9996736,127.0536736,0.8663822968996244,0.0,0.44869150440777505,0.21976414475770434,0,-0.24561633884849826,0.6885339911260493,0.0
A13785004,방배삼익,서초구,방배동,127.0015573,37.4789582,37.4519582,37.5059582,126.9745573,127.0285573,0.3373808006042892,1.0,0.3779657271360786,0.21976414475770434,2,-0.21929911585898768,0.4815688438154295,1.0
A13286904,쌍문한양7차,도봉구,쌍문동,127.0338661,37.6560261,37.6290261,37.6830261,127.0068661,127.0608661,0.38715277024529615,1.0,0.5692274519298633,0.21976414475770434,2,-0.23113012285304543,0.4697378368213717,1.0
A15288806,"신도림우성1,2차",구로구,신도림동,126.8859402,37.5114702,37.4844702,37.5384702,126.8589402,126.9129402,0.6270558447351264,0.0,0.5114427955931267,0.21976414475770434,0,-0.18724564410725697,0.7469046858672906,0.0
A13185603,신내건영1차,중랑구,상봉동,127.0934783,37.6039877,37.5769877,37.6309877,127.0664783,127.1204783,0.3373781167128389,1.0,0.3038021067120272,0.3145261836041775,2,-0.199617872677754,0.5012500869966632,1.0
A13603701,동소문한신휴플러스,성북구,동소문동4가,127.0140837,37.5952789,37.5682789,37.6222789,126.9870837,127.0410837,0.40802343635596994,1.0,0.43390780303529275,0.3145261836041775,2,-0.14733868334122666,0.5535292763331905,1.0
A13385202,응봉대림2차,성동구,응봉동,127.0321202,37.552326,37.525326,37.579326,127.0051202,127.0591202,0.6875406975703469,0.0,0.6581009799769437,0.3145261836041775,0,-0.18967139393536694,0.7444789360391807,0.0
A13483803,명일중앙하이츠아파트,강동구,상일동,127.1598371,37.5507165,37.5237165,37.5777165,127.1328371,127.1868371,0.07909487541743118,2.0,0.22119040220901917,0.3145261836041775,2,-0.3551553970091145,0.34571256266530265,1.0
A15004505,당산유원제일2차,영등포구,당산동5가,126.8984233,37.5333119,37.5063119,37.5603119,126.8714233,126.9254233,0.40509038525522967,1.0,0.3169529196116253,0.3145261836041775,2,-0.21013174556599837,0.49073621410841883,1.0
A13905204,월계6-1초안,노원구,월계동,127.0443052,37.6329918,37.6059918,37.6599918,127.0173052,127.0713052,0.4058322546453901,1.0,0.5679317826964517,0.13330507481822215,2,-0.31254135267541877,0.3883266069989984,1.0
A13410002,강일리버파크8단지,강동구,강일동,127.1762695,37.5607222,37.5337222,37.5877222,127.1492695,127.2032695,0.051775978009420215,2.0,0.21569690173882713,0.13330507481822215,1,0.4339756247633136,0.8475727988943449,2.0
A15288807,신도림대림7차e-편한세상,구로구,신도림동,126.882657,37.5083184,37.4813184,37.5353184,126.855657,126.909657,0.6379241868331207,0.0,0.5466315749524528,0.13330507481822215,0,-0.27214801556801965,0.6620023144065279,0.0
A13790004,우면대림,서초구,우면동,127.0230189,37.4728411,37.4458411,37.4998411,126.9960189,127.0500189,0.4845084628902373,1.0,0.7874796456960067,0.13330507481822215,0,-0.45032403890670036,0.48382629106784725,0.0
A13783802,방배디오빌,서초구,방배동,126.9842059,37.4860524,37.4590524,37.5130524,126.9572059,127.0112059,0.3765530109492289,1.0,0.41930444858854465,0.13330507481822215,2,-0.29482509230195436,0.4060428673724628,1.0
A13780403,반포한신서래,서초구,반포동,127.0008946,37.4991043,37.4721043,37.5261043,126.9738946,127.0278946,0.3915723264633554,1.0,0.37311165702511045,0.26453693904460335,2,-0.19937428598319898,0.5014936736912182,1.0
A13286105,쌍문한양5차,도봉구,쌍문동,127.0321457,37.6560324,37.6290324,37.6830324,127.0051457,127.0591457,0.38692263498096413,1.0,0.49155931976508943,0.26453693904460335,2,-0.17073775974314975,0.5301301999312674,1.0
A15780002,가양우성,강서구,가양동,126.8542542,37.5623512,37.5353512,37.5893512,126.8272542,126.8812542,0.4030512823509017,1.0,0.13523705140063763,0.26453693904460335,1,-0.28600269445731563,0.12759447967371568,2.0
A13302203,하왕극동미라주,성동구,하왕십리동,127.0233607,37.5585166,37.5315166,37.5855166,126.9963607,127.0503607,0.7075588487310652,0.0,0.6001963867858765,0.26453693904460335,0,-0.17221293252301562,0.761937397451532,0.0
A13527011,아카데미스위트,강남구,도곡동,127.052083,37.4885971,37.4615971,37.5155971,127.025083,127.079083,0.7397988127908651,0.0,0.6773152597936861,0.26453693904460335,0,-0.2348828210425096,0.699267508932038,0.0
A13804001,풍납극동,송파구,풍납동,127.1167332,37.5266148,37.4996148,37.5536148,127.0897332,127.1437332,0.3357927217986877,1.0,0.37142451095490836,0.29473938566160396,2,-0.16026241791761126,0.5406055417568059,1.0
A15603002,브라운스톤상도,동작구,상도동,126.9437593,37.5059773,37.4789773,37.5329773,126.9167593,126.9707593,0.41131557358965043,1.0,0.10393773723430788,0.29473938566160396,1,-0.30238090753313873,0.11121626659789258,2.0
A13524005,개포현대1차,강남구,개포동,127.0544301,37.4826743,37.4556743,37.5096743,127.0274301,127.0814301,0.45285118455552753,1.0,0.8616031868453045,0.29473938566160396,2,-0.43105647510903233,0.26981148456538484,1.0
A15788302,화곡대림아파트,강서구,화곡동,126.8373402,37.5336644,37.5066644,37.5606644,126.8103402,126.8643402,0.3456306116894312,1.0,0.38559514266638456,0.29473938566160396,2,-0.15372526893693703,0.5471426907374801,1.0
A13804002,풍납쌍용,송파구,풍납동,127.1177196,37.527262,37.500262,37.554262,127.0907196,127.1447196,0.3224005162318586,1.0,0.6074304848567017,0.29473938566160396,2,-0.18014417836046606,0.5207237813139511,1.0
A15010203,양평벽산,영등포구,양평동2가,126.883568,37.5221895,37.4951895,37.5491895,126.856568,126.910568,0.6943450838272902,0.0,0.3490540044766509,0.35104299127973415,0,-0.14223587371232366,0.791914456262224,0.0
A13471501,암사한강현대,강동구,암사동,127.1319403,37.5552111,37.5282111,37.5822111,127.1049403,127.1589403,0.35768907588718235,1.0,0.25722522604265985,0.35104299127973415,2,-0.23128807766242623,0.46957988201199097,1.0
A15704023,강변힐스테이트,강서구,염창동,126.8740903,37.5509233,37.5239233,37.5779233,126.8470903,126.9010903,0.3439712832289996,1.0,0.32711663005360303,0.35104299127973415,2,-0.1640462505307683,0.5368217091436489,1.0
A13785005,"방배임광1,2차",서초구,방배동,127.0025259,37.4770722,37.4500722,37.5040722,126.9755259,127.0295259,0.3961691490324911,1.0,0.3723227961011334,0.35104299127973415,2,-0.1489985108656141,0.5518694488088031,1.0
A15807208,목동삼성래미안,양천구,신정동,126.8763711,37.5157638,37.4887638,37.5427638,126.8493711,126.9033711,0.6956532357640669,0.0,0.48924566349267773,0.35104299127973415,0,-0.041309543546764,0.8928407864277836,0.0
A13981304,상계한신1차,노원구,상계동,127.0696148,37.666427,37.639427,37.693427,127.0426148,127.0966148,0.11139035874469003,2.0,0.4999227575436507,0.46308578043181614,2,-0.2038195766024643,0.49704838307195287,1.0
A13982701,상계임광아파트,노원구,상계동,127.0563489,37.6606639,37.6336639,37.6876639,127.0293489,127.0833489,0.3723281706746543,1.0,0.3462506766908372,0.46308578043181614,2,-0.151018943209515,0.5498490164649021,1.0
A15085404,신길한성,영등포구,신길동,126.9188187,37.5047193,37.4777193,37.5317193,126.8918187,126.9458187,0.6378999327559912,0.0,0.37245256773388347,0.46308578043181614,0,-0.14505056751747303,0.7890997624570746,0.0
A12187904,DMC마포청구아파트,마포구,중동,126.9020362,37.5740861,37.5470861,37.6010861,126.8750362,126.9290362,0.08635741822741069,2.0,0.7628031864966607,0.46308578043181614,2,-0.36714831813573495,0.3337196415386822,1.0
A14383203,구의현대6단지,광진구,구의동,127.0948893,37.5384356,37.5114356,37.5654356,127.0678893,127.1218893,0.3771967626604671,1.0,0.32748939142809375,0.46308578043181614,2,-0.169117509525984,0.5317504501484331,1.0
A14001303,용산시티파크1단지,용산구,한강로3가,126.9694981,37.5251636,37.4981636,37.5521636,126.9424981,126.9964981,0.4916363421580038,1.0,0.9557565294425252,0.8047389501630827,2,-0.6466557008216365,0.05421225885278069,1.0
A15786424,염창한화꿈에그린,강서구,염창동,126.8731525,37.5481893,37.5211893,37.5751893,126.8461525,126.9001525,0.3385897209357066,1.0,0.3559236388303547,0.8047389501630827,2,-0.40862742706306643,0.29224053261135075,1.0
A11041001,효성주얼리시티아파트,종로구,인의동,126.9983959,37.571436,37.544436,37.598436,126.9713959,127.0253959,0.7617686154082837,0.0,0.5396057134381003,0.8047389501630827,0,-0.42143223588772105,0.5127180940868266,0.0
A15607001,흑석동양,동작구,흑석동,126.9585765,37.5004204,37.4734204,37.5274204,126.9315765,126.9855765,0.37056937051305106,1.0,0.14709516922949398,0.8047389501630827,2,-0.5126875429026942,0.18818041677172292,1.0
A15210210,오류삼천리,구로구,오류동,126.8399091,37.4927408,37.4657408,37.5197408,126.8129091,126.8669091,0.38937116254560944,1.0,0.38357996474392075,0.8047389501630827,2,-0.4085783489321566,0.29228961074226056,1.0
A15805302,목동2차성원아파트,양천구,목동,126.8634813,37.5427613,37.5157613,37.5697613,126.8364813,126.8904813,0.39442805427183536,1.0,0.4510712412295759,0.4769187259392014,2,-0.1091542430266852,0.591713716647732,1.0
A15685503,보라매파크빌,동작구,신대방동,126.9155388,37.4944124,37.4674124,37.5214124,126.8885388,126.9425388,0.7358138672015394,0.0,0.5911747761353465,0.4769187259392014,0,-0.14161624666703404,0.7925340833075136,0.0
A13922904,중계금호,노원구,중계동,127.081287,37.6470308,37.6200308,37.6740308,127.054287,127.108287,0.0936822817432629,2.0,0.4077399517411113,0.4769187259392014,2,-0.23244713630427066,0.4684208233701465,1.0
A13204505,창동상아2차,도봉구,창동,127.0441299,37.6531689,37.6261689,37.6801689,127.0171299,127.0711299,0.39784565871916233,1.0,0.5879357066569285,0.4769187259392014,2,-0.1581444332154126,0.5427235264590046,1.0
A15601103,신대방경남아너스빌,동작구,신대방동,126.9085431,37.489496,37.462496,37.516496,126.8815431,126.9355431,0.7527559375434129,0.0,0.6013128848870085,0.4769187259392014,0,-0.15481212032658528,0.7793382096479623,0.0
A15284603,구로럭키,구로구,구로동,126.8940158,37.4920766,37.4650766,37.5190766,126.8670158,126.9210158,0.5824656132961328,0.0,1.0,0.15862829460652783,0,-0.5764238817571703,0.3577264482173773,0.0
A13703019,롯데캐슬갤럭시아파트,서초구,잠원동,127.0159475,37.5190505,37.4920505,37.5460505,126.9889475,127.0429475,0.6818055533759997,0.0,0.4617730406761446,0.15862829460652783,0,-0.2350858914302651,0.6990644385442826,0.0
A12294102,DMC우방,은평구,증산동,126.9029992,37.5818742,37.5548742,37.6088742,126.8759992,126.9299992,0.08635741822741069,2.0,0.5970542576257113,0.15862829460652783,2,-0.36019409717452544,0.34067386249989173,1.0
A15784008,등촌서광,강서구,등촌동,126.8574637,37.5578978,37.5308978,37.5848978,126.8304637,126.8844637,0.3556887119835834,1.0,0.6335586593633228,0.15862829460652783,2,-0.30560201435751927,0.3952659453168979,1.0
A14286108,해모로,강북구,번동,127.0375124,37.62658,37.59958,37.65358,127.0105124,127.0645124,0.568485970102684,0.0,0.6440566174771347,0.15862829460652783,0,-0.3095834432084806,0.624566886766067,0.0
A12187602,래미안용강아파트,마포구,용강동,126.9413984,37.543435,37.516435,37.570435,126.9143984,126.9683984,0.3405846122157792,1.0,0.6040568689650102,0.11362956375169811,2,-0.32968429846695335,0.3711836612074638,1.0
A13305006,마장삼성,성동구,마장동,127.0402374,37.5661691,37.5391691,37.5931691,127.0132374,127.0672374,0.771799558179426,0.0,0.2582479454995083,0.11362956375169811,0,-0.3673487315279017,0.5668015984466459,0.0
A15603502,래미안상도2차,동작구,상도동,126.9511199,37.5018787,37.4748787,37.5288787,126.9241199,126.9781199,0.400661514204649,1.0,0.4195333411397065,0.11362956375169811,2,-0.31978260978498146,0.3810853498894357,1.0
A13608301,보문아이파크,성북구,보문동3가,127.0166232,37.5855901,37.5585901,37.6125901,126.9896232,127.0436232,0.7305674092120245,0.0,0.5177447026413282,0.11362956375169811,0,-0.2826285935033675,0.6515217364711801,0.0
A13980009,공릉태릉우성,노원구,공릉동,127.0854776,37.6245525,37.5975525,37.6515525,127.0584776,127.1124776,0.3759876240838502,1.0,0.621844414910251,0.11362956375169811,2,-0.3423790390766259,0.35848892059779125,1.0
A13685104,정릉중앙하이츠빌1단지,성북구,정릉동,127.0101777,37.6028813,37.5758813,37.6298813,126.9831777,127.0371777,0.3617719123849785,1.0,0.22710152814652998,0.46815602779290894,2,-0.25822059271326453,0.44264736696115264,1.0
A13385303,응봉신동아,성동구,응봉동,127.0295611,37.5504195,37.5234195,37.5774195,127.0025611,127.0565611,0.6617506559492689,0.0,0.2840467740237299,0.46815602779290894,0,-0.2176458933327214,0.7165044366418262,0.0
A13880701,가락미륭아파트,송파구,가락동,127.1285974,37.4937996,37.4667996,37.5207996,127.1015974,127.1555974,0.40219141596741936,1.0,0.485978541357198,0.46815602779290894,2,-0.10924963083830251,0.5916183288361146,1.0
A15081503,대림우성,영등포구,대림동,126.9009261,37.4964591,37.4694591,37.5234591,126.8739261,126.9279261,0.6666710328161729,0.0,0.42402889281469025,0.46815602779290894,0,-0.10167987917188978,0.8324704508026578,0.0
A13007002,용두롯데캐슬피렌체,동대문구,용두동,127.0360455,37.5771878,37.5501878,37.6041878,127.0090455,127.0630455,0.7412672656011334,0.0,0.7589240154440953,0.46815602779290894,0,-0.287762163214411,0.6463881667601366,0.0
A11052201,명륜아남1차,종로구,명륜2가,126.9992985,37.5859111,37.5589111,37.6129111,126.9722985,127.0262985,0.7075208269367288,0.0,0.47444594627848835,0.48217623529141085,0,-0.09148661403275095,0.8426637159417967,0.0
A13980010,공릉화랑타운,노원구,공릉동,127.0879394,37.6238712,37.5968712,37.650871200000005,127.0609394,127.1149394,0.3860124913160624,1.0,0.4786186418726381,0.48217623529141085,2,-0.10348615436598568,0.5973818053084314,1.0
A12127001,상암월드컵파크5단지,마포구,상암동,126.8852677,37.5806443,37.5536443,37.6076443,126.8582677,126.9122677,0.1160046839790074,2.0,0.5169875959899723,0.48217623529141085,2,-0.2077098111322178,0.4931581485421994,1.0
A13920207,상계1차중앙하이츠,노원구,상계동,127.0689101,37.6537485,37.6267485,37.6807485,127.0419101,127.0959101,0.39900757010840027,1.0,0.48729641052887207,0.48217623529141085,2,-0.11433316159961025,0.5865347980748069,1.0
A13604401,삼선코오롱아파트,성북구,삼선동4가,127.0132547,37.5904694,37.5634694,37.6174694,126.9862547,127.0402547,0.6697205627414109,0.0,0.5599454936150042,0.48217623529141085,0,-0.11975790003575572,0.8143924299387919,0.0
A14381508,광장현대9차,광진구,광장동,127.0976662,37.542369,37.515369,37.569369,127.0706662,127.1246662,0.3841088286229817,1.0,0.5453170941635813,0.3373563916413285,2,-0.1301294249784273,0.5707385346959899,1.0
A13592601,역삼개나리래미안,강남구,역삼동,127.0457475,37.4983263,37.4713263,37.5253263,127.0187475,127.0727475,0.8017840371972091,0.0,0.13226165655967745,0.3373563916413285,0,-0.3727224745646845,0.5614278554098631,0.0
A14319204,자양현대3차,광진구,자양동,127.0834571,37.5285844,37.5015844,37.5555844,127.0564571,127.1104571,0.37090167571192767,1.0,0.4221252177945244,0.3373563916413285,2,-0.11252834594839879,0.5883396137260184,1.0
