k-아파트코드,k-아파트명,주소(시군구),주소(읍면동),lon,lat,min_lat,max_lat,min_lon,max_lon,fireVal,policeVal,cctvVal,cluster,DistanceToCenter,score,class
A12009101,홍제남양,서대문구,홍제동,126.9381745,37.5887933,37.5617933,37.6157933,126.9111745,126.9651745,0.3684210526315789,0.08695652173913043,0.5844721960414703,2,0.15194736449633003,0.7926606801231058,1.0
A12102002,공덕한화꿈에그린,마포구,공덕동,126.9554496,37.5471128,37.5201128,37.5741128,126.9284496,126.9824496,0.6842105263157894,0.21739130434782608,0.39373232799245994,2,0.2852795640347092,0.9259928796614849,1.0
A13783001,방배3차e편한세상,서초구,방배동,126.9917515,37.4943275,37.467327499999996,37.5213275,126.9647515,127.01875150000001,0.3157894736842105,0.2608695652173913,0.4945805843543826,2,0.13953394449279444,0.7802472601195701,1.0
A12281801,갈현한솔아파트,은평구,갈현동,126.9100162,37.6181006,37.5911006,37.6451006,126.8830162,126.9370162,0.2631578947368421,0.0,0.0,1,0.16430166339435365,0.411141406511104,2.0
A13114103,묵동금호어울림,중랑구,묵동,127.0800529,37.6127305,37.5857305,37.6397305,127.0530529,127.1070529,0.42105263157894735,0.21739130434782608,0.562205466540999,2,0.11337115476692586,0.7540844703937015,1.0
A13676501,정릉쌍용,성북구,정릉동,127.0183398,37.5995474,37.5725474,37.6265474,126.9913398,127.04533980000001,0.3684210526315789,0.21739130434782608,0.5825871819038643,2,0.1385202424579961,0.7792335580847718,1.0
A13010001,장안2차현대홈타운,동대문구,장안동,127.0715649,37.5685321,37.5415321,37.5955321,127.0445649,127.0985649,0.631578947368421,0.5652173913043478,0.8810084825636192,0,0.2339545338862159,1.2355282032169848,0.0
A13786704,서초한신플러스타운,서초구,서초동,127.0138848,37.4824547,37.4554547,37.5094547,126.9868848,127.0408848,0.42105263157894735,0.4782608695652174,0.5422950047125353,0,0.23545976886319167,1.2370334381939605,0.0
A13292701,창동성원,도봉구,창동,127.0497889,37.660802,37.633801999999996,37.687802,127.0227889,127.0767889,0.42105263157894735,0.17391304347826086,0.48103204524033927,2,0.022802398426296076,0.6635157140530717,1.0
A13204502,북한산한신휴플러스,도봉구,창동,127.0464538,37.654516,37.627516,37.681516,127.0194538,127.0734538,0.631578947368421,0.08695652173913043,0.5155513666352497,2,0.23915019415350114,0.8798635097802768,1.0
A13813002,오금우방,송파구,오금동,127.1395964,37.501501,37.474501,37.528501,127.1125964,127.1665964,0.2631578947368421,0.21739130434782608,0.2438737040527804,1,0.19284614043297157,0.43968588354972193,2.0
A13406201,둔촌현대2차,강동구,둔촌동,127.1408785,37.5300052,37.5030052,37.5570052,127.1138785,127.1678785,0.3684210526315789,0.13043478260869565,0.37735626767200753,2,0.10135423552794026,0.7420675511547159,1.0
A12104001,도화현대,마포구,도화동,126.9539119,37.5402834,37.5132834,37.5672834,126.9269119,126.9809119,0.631578947368421,0.21739130434782608,0.35709236569274266,2,0.24869453328410515,0.8894078489108809,1.0
A15704006,염창우성3차,강서구,염창동,126.8674295,37.5512975,37.524297499999996,37.5782975,126.8404295,126.8944295,0.42105263157894735,0.08695652173913043,0.42082940622054665,2,0.08895234315172536,0.7296656587785011,1.0
A15001004,여의도장미,영등포구,여의도동,126.9342433,37.5234281,37.496428099999996,37.5504281,126.9072433,126.9612433,0.5263157894736842,0.34782608695652173,0.38937323279924596,2,0.22713227864457644,0.8678455942713521,1.0
A13610001,정릉우방아파트,성북구,정릉동,127.0097457,37.6002122,37.5732122,37.6272122,126.9827457,127.0367457,0.5263157894736842,0.08695652173913043,0.4994109330819981,2,0.143521609363398,0.7842349249901737,1.0
A12209001,DMC청구,은평구,수색동,126.9014333,37.5811202,37.5541202,37.6081202,126.87443329999999,126.9284333,0.21052631578947367,0.0,0.0,1,0.15067072914716234,0.3975104722639127,2.0
A13510003,청담대우유로카운티,강남구,청담동,127.0500382,37.5235176,37.4965176,37.5505176,127.0230382,127.0770382,0.3684210526315789,0.7391304347826086,0.7655513666352497,0,0.38433280006623505,1.3859064693970038,0.0
A15384101,현대공무원,금천구,시흥동,126.9106809,37.4540267,37.4270267,37.4810267,126.8836809,126.9376809,0.21052631578947367,0.2608695652173913,0.5247408105560791,2,0.23175890187502532,0.872472217501801,1.0
A13586101,도곡대림,강남구,도곡동,127.040409,37.4866347,37.4596347,37.513634700000004,127.013409,127.067409,0.3684210526315789,0.3913043478260869,0.6923892554194157,0,0.19939750567653675,1.2009711750073055,0.0
A15188801,신림초원,관악구,신림동,126.9141266,37.4734101,37.4464101,37.5004101,126.8871266,126.9411266,0.631578947368421,0.5217391304347826,0.9573515551366635,0,0.2725798099923673,1.2741534793231362,0.0
A15603401,경향렉스빌아파트,동작구,상도동,126.9422939,37.4952643,37.4682643,37.5222643,126.9152939,126.9692939,0.7368421052631579,0.21739130434782608,0.7495287464655985,0,0.2620637876853957,1.2636374570161646,0.0
A12013001,DMC휴먼빌,서대문구,북가좌동,126.912154,37.5773849,37.5503849,37.6043849,126.885154,126.939154,0.3684210526315789,0.0,0.0,1,0.22847816340722324,0.47531790652397354,2.0
A13123101,망우신원,중랑구,망우동,127.1084773,37.5999879,37.5729879,37.6269879,127.0814773,127.1354773,0.21052631578947367,0.08695652173913043,0.2980678605089538,1,0.17143981806365524,0.41827956118040555,2.0
A13487103,천호코오롱,강동구,천호동,127.1283799,37.5394858,37.5124858,37.5664858,127.1013799,127.1553799,0.42105263157894735,0.08695652173913043,0.4017436380772856,2,0.09921435040514553,0.7399276660319212,1.0
A13509001,삼성현대,강남구,삼성동,127.044375,37.5167109,37.4897109,37.5437109,127.017375,127.071375,0.3157894736842105,0.6521739130434783,0.7732092365692742,0,0.3504096739547269,1.3519833432854957,0.0
A13580001,개포현대3차,강남구,개포동,127.0613626,37.4878695,37.4608695,37.5148695,127.0343626,127.0883626,0.2631578947368421,0.21739130434782608,0.5513666352497644,2,0.1813963278268922,0.8221096434536679,1.0
A13613001,하월곡아남,성북구,하월곡동,127.0347011,37.6056942,37.5786942,37.6326942,127.0077011,127.06170110000001,0.3157894736842105,0.30434782608695654,0.6376060320452404,2,0.2438790501271958,0.8845923657539715,1.0
A15086601,양평경남2차아너스빌,영등포구,양평동4가,126.8962196,37.5357495,37.5087495,37.5627495,126.8692196,126.9232196,0.5263157894736842,0.08695652173913043,0.3728793590951932,2,0.16464887859007243,0.8053621942168481,1.0
A13980401,공릉신성미소지움,노원구,공릉동,127.0810608,37.6250356,37.598035599999996,37.6520356,127.0540608,127.1080608,0.3157894736842105,0.08695652173913043,0.3793590951932139,2,0.1491164992274569,0.7898298148542326,1.0
A12284701,불광대호2차,은평구,불광동,126.9328692,37.6147577,37.5877577,37.6417577,126.9058692,126.9598692,0.3157894736842105,0.08695652173913043,0.4706644674835061,2,0.124516885241281,0.7652302008680567,1.0
A13985201,월계극동,노원구,월계동,127.0459205,37.6295448,37.6025448,37.6565448,127.0189205,127.0729205,0.5263157894736842,0.21739130434782608,0.66564561734213,0,0.2054945485440577,1.2070682178748267,0.0
A13812002,마천금호,송파구,마천동,127.1533259,37.4947152,37.4677152,37.5217152,127.1263259,127.1803259,0.2631578947368421,0.21739130434782608,0.14361451460885957,1,0.15456583658997297,0.4014055797067233,2.0
A13784102,방배1차이편한세상,서초구,방배동,126.9992461,37.4875435,37.4605435,37.5145435,126.97224609999999,127.0262461,0.3157894736842105,0.2608695652173913,0.5131950989632422,2,0.14503064897738802,0.7857439646041637,1.0
A13527003,우성캐릭터199 아파트,강남구,도곡동,127.0518892,37.4865208,37.4595208,37.5135208,127.0248892,127.0788892,0.3157894736842105,0.30434782608695654,0.6075636192271442,2,0.22320541210874942,0.8639187277355251,1.0
A13120001,면목마젤란21,중랑구,면목동,127.0841438,37.5868369,37.5598369,37.6138369,127.0571438,127.11114380000001,0.42105263157894735,0.30434782608695654,0.6863807728557964,0,0.18280179524790782,1.1843754645786766,0.0
A13780002,신반포한신23차,서초구,반포동,127.0011826,37.5094382,37.4824382,37.5364382,126.9741826,127.02818260000001,0.3684210526315789,0.3913043478260869,0.495640904806786,2,0.23258897571910034,0.873302291345876,1.0
A15805105,목동성원,양천구,목동,126.8693341,37.5264032,37.499403199999996,37.5534032,126.8423341,126.8963341,0.47368421052631576,0.08695652173913043,0.674363807728558,2,0.23471442271815643,0.8754277383449321,1.0
A12205001,갈현미미,은평구,갈현동,126.913541,37.6189819,37.5919819,37.6459819,126.886541,126.940541,0.2631578947368421,0.0,0.0,1,0.16430166339435365,0.411141406511104,2.0
A15080402,당산삼익,영등포구,당산동3가,126.8953498,37.5279629,37.5009629,37.5549629,126.8683498,126.9223498,0.5789473684210527,0.13043478260869565,0.44745523091423184,2,0.17105648626769576,0.8117698018944715,1.0
A15083201,도림청구,영등포구,도림동,127.1088843,37.549662,37.522662,37.576662,127.0818843,127.1358843,0.47368421052631576,0.13043478260869565,0.49245994344957583,2,0.07711184390042707,0.7178251595272027,1.0
A14380202,광장일신워커힐,광진구,광장동,127.1088843,37.549662,37.522662,37.576662,127.0818843,127.1358843,0.47368421052631576,0.13043478260869565,0.49245994344957583,2,0.07711184390042707,0.7178251595272027,1.0
A15883702,신월서울가든,양천구,신월동,126.848656,37.5252901,37.4982901,37.5522901,126.821656,126.875656,0.42105263157894735,0.13043478260869565,0.7377474081055607,2,0.27822055159409037,0.918933867220866,1.0
A15703001,코오롱하늘채아파트,강서구,등촌동,126.8606406,37.554268,37.527268,37.581268,126.8336406,126.8876406,0.47368421052631576,0.08695652173913043,0.44545240339302544,2,0.10103566508588979,0.7417489807126655,1.0
A13201202,도봉파크빌3단지,도봉구,도봉동,127.048658,37.6876334,37.6606334,37.714633400000004,127.021658,127.075658,0.21052631578947367,0.0,0.0,1,0.15067072914716234,0.3975104722639127,2.0
A15009503,문래대림,영등포구,문래동5가,126.8880592,37.5170201,37.4900201,37.544020100000004,126.8610592,126.9150592,0.7368421052631579,0.30434782608695654,0.5868284637134779,0,0.2408638282383798,1.2424374975691486,0.0
A15602002,보라매코오롱하늘채,동작구,대방동,126.9231264,37.4985351,37.4715351,37.5255351,126.8961264,126.9501264,0.7894736842105263,0.43478260869565216,0.8427191328934966,0,0.2582878261769485,1.2598614955077174,0.0
A15187101,신림우방,관악구,신림동,126.9188034,37.4889489,37.461948899999996,37.5159489,126.8918034,126.9458034,0.6842105263157894,0.5217391304347826,0.992813383600377,0,0.3199916220556094,1.3215652913863782,0.0
A13204402,창동현대4차아이파크,도봉구,창동,127.0459487,37.6589076,37.6319076,37.6859076,127.0189487,127.0729487,0.5789473684210527,0.08695652173913043,0.48845428840716304,2,0.18624416313849051,0.8269574787652663,1.0
A13292002,창동한신,도봉구,창동,127.0349775,37.6457291,37.618729099999996,37.6727291,127.0079775,127.0619775,0.6842105263157894,0.30434782608695654,0.5347549481621112,0,0.24277073872211383,1.2443444080528827,0.0
A15784601,마곡현대아파트,강서구,방화동,126.8192912,37.5730247,37.5460247,37.6000247,126.7922912,126.8462912,0.21052631578947367,0.043478260869565216,0.169062205466541,1,0.0566749181706663,0.3035146612874166,2.0
A14206302,번동한진,강북구,번동,127.0446321,37.6248335,37.5978335,37.6518335,127.0176321,127.0716321,0.47368421052631576,0.13043478260869565,0.6795475966069745,2,0.2288948716000482,0.8696081872268239,1.0
A13382802,성수한강한신,성동구,성수동2가,127.0527166,37.5358423,37.5088423,37.5628423,127.0257166,127.0797166,0.5789473684210527,0.6086956521739131,0.7419886899151743,0,0.19816715329591914,1.199740822626688,0.0
A15704007,염창1차보람더하임아파트,강서구,염창동,126.8703148,37.5516408,37.5246408,37.5786408,126.8433148,126.8973148,0.42105263157894735,0.043478260869565216,0.39267200754005654,2,0.14044688810057787,0.7811602037273535,1.0
A13986702,삼창타워프라자,노원구,중계동,127.0726659,37.6589806,37.6319806,37.6859806,127.0456659,127.0996659,0.10526315789473684,0.17391304347826086,0.22455230914231855,1,0.16330329293161847,0.41014303604836877,2.0
A15180701,봉천벽산타운2차,관악구,봉천동,126.9460383,37.49251,37.46551,37.519510000000004,126.9190383,126.9730383,0.5263157894736842,0.21739130434782608,0.7520028275212064,0,0.20222864620898978,1.2038023155397586,0.0
A13485401,암사동한솔아파트,강동구,암사동,127.1403182,37.5520769,37.5250769,37.579076900000004,127.1133182,127.1673182,0.3684210526315789,0.13043478260869565,0.3621583411875589,2,0.11433555746672118,0.7550488730934969,1.0
A13484201,성내1차e-편한세상,강동구,성내동,127.1309281,37.5332423,37.5062423,37.5602423,127.1039281,127.1579281,0.42105263157894735,0.13043478260869565,0.4139962299717248,2,0.05993534861905942,0.7006486642458352,1.0
A13501001,동양파라곤,강남구,논현동,127.0381516,37.5147528,37.487752799999996,37.5417528,127.0111516,127.06515160000001,0.2631578947368421,0.6521739130434783,0.779688972667295,0,0.390623721083392,1.392197390414161,0.0
A15701002,우장산에스케이뷰,강서구,화곡동,126.8430656,37.5481674,37.521167399999996,37.5751674,126.8160656,126.8700656,0.42105263157894735,0.17391304347826086,0.5703345900094251,2,0.10916398803075435,0.74987730365753,1.0
A14319005,자양한강현대,광진구,자양동,127.066837,37.5330936,37.5060936,37.5600936,127.039837,127.09383700000001,0.47368421052631576,0.3913043478260869,0.7073515551366635,0,0.09441704951434617,1.095990718845115,0.0
A13607301,안암삼익,성북구,안암동3가,127.0248881,37.5818996,37.5548996,37.6088996,126.9978881,127.0518881,0.5789473684210527,0.21739130434782608,0.7761545711592837,0,0.2046224557802148,1.2061961251109836,0.0
A12201001,대주피오레아파트,은평구,응암동,126.9236175,37.5867673,37.5597673,37.6137673,126.8966175,126.9506175,0.42105263157894735,0.08695652173913043,0.6319509896324222,2,0.18749511101929708,0.8282084266460727,1.0
A15288802,신도림대림3차,구로구,신도림동,126.8783359,37.5070754,37.4800754,37.5340754,126.8513359,126.9053359,0.7368421052631579,0.17391304347826086,0.7054665409990575,0,0.2942461426334845,1.2958198119642534,0.0
A15283702,고척우성꿈동산,구로구,고척동,126.8659412,37.5033206,37.4763206,37.5303206,126.8389412,126.8929412,0.5789473684210527,0.2608695652173913,0.6713006597549481,0,0.15897475371149453,1.1605484230422634,0.0
A13204001,창동대림,도봉구,창동,127.045737,37.6534648,37.6264648,37.6804648,127.018737,127.072737,0.631578947368421,0.08695652173913043,0.5169651272384542,2,0.2394714815522256,0.8801847971790013,1.0
A13201203,도봉극동아파트,도봉구,도봉동,127.0496186,37.6825214,37.6555214,37.7095214,127.0226186,127.0766186,0.21052631578947367,0.08695652173913043,0.18331762488218661,1,0.058272243384285216,0.30511198650103555,2.0
A15004501,당산성원아파트,영등포구,당산동5가,126.8991652,37.5346101,37.5076101,37.5616101,126.8721652,126.9261652,0.5263157894736842,0.08695652173913043,0.3672243166823751,2,0.1677729407762501,0.8084862564030257,1.0
A15807202,신정명지해드는터,양천구,신정동,126.8723424,37.5188309,37.4918309,37.5458309,126.84534239999999,126.8993424,0.6842105263157894,0.17391304347826086,0.680607917059378,0,0.2691674930187256,1.2707411623494944,0.0
A15722102,개화산동부센트레빌,강서구,방화동,126.8061003,37.5732767,37.5462767,37.6002767,126.7791003,126.8331003,0.15789473684210525,0.043478260869565216,0.12016965127238453,1,0.05270123553298755,0.2995409786497379,2.0
A13204503,창동현대,도봉구,창동,127.0408817,37.6557963,37.6287963,37.6827963,127.0138817,127.0678817,0.631578947368421,0.17391304347826086,0.48833647502356264,2,0.2212164586475075,0.8619297742742832,1.0
A15210103,동부2차아파트,구로구,오류동,126.8487072,37.4971316,37.4701316,37.524131600000004,126.8217072,126.87570720000001,0.3684210526315789,0.13043478260869565,0.4461592836946277,2,0.0581077278614045,0.6988210434881802,1.0
A12201101,응암신동아,은평구,응암동,126.923497,37.5969983,37.5699983,37.623998300000004,126.896497,126.950497,0.42105263157894735,0.08695652173913043,0.6477379830348727,2,0.20192494243756576,0.8426382580643414,1.0
A15681103,대방우정,동작구,대방동,126.9301341,37.5142635,37.4872635,37.5412635,126.9031341,126.9571341,0.6842105263157894,0.30434782608695654,0.47914703110273327,0,0.28678664067475435,1.2883603100055232,0.0
A13508004,역삼동부센트레빌,강남구,역삼동,127.0493831,37.5024446,37.475444599999996,37.5294446,127.0223831,127.0763831,0.3684210526315789,0.8260869565217391,0.7408105560791706,0,0.45851791819768356,1.4600915875284524,0.0
A15701601,우장산롯데3차,강서구,화곡동,126.8469523,37.5526254,37.525625399999996,37.5796254,126.8199523,126.8739523,0.5263157894736842,0.13043478260869565,0.5173185673892554,2,0.13166502693766846,0.7723783425644442,1.0
A15881601,목동극동늘푸른,양천구,목동,126.8714519,37.5385437,37.5115437,37.5655437,126.8444519,126.8984519,0.47368421052631576,0.08695652173913043,0.5256833176248822,2,0.11836514592031157,0.7590784615470872,1.0
A15786408,삼정그린코아,강서구,염창동,126.8751245,37.5476791,37.5206791,37.574679100000004,126.8481245,126.9021245,0.47368421052631576,0.08695652173913043,0.4086946277097078,2,0.11298901441494362,0.7537023300417193,1.0
A15704009,염창벽산늘푸른,강서구,염창동,126.8661662,37.5580776,37.531077599999996,37.5850776,126.8391662,126.8931662,0.2631578947368421,0.043478260869565216,0.35508953817153627,2,0.22010989757846172,0.8608232132052374,1.0
A15785703,마곡한숲대림아파트,강서구,방화동,126.8175188,37.5771877,37.5501877,37.604187700000004,126.7905188,126.8445188,0.21052631578947367,0.043478260869565216,0.15633836003770027,1,0.0481068165131559,0.29494655962990624,2.0
A12187902,건영월드컵,마포구,중동,126.9117669,37.5688306,37.5418306,37.5958306,126.8847669,126.9387669,0.5263157894736842,0.0,0.0,1,0.3627180303362564,0.6095577734530067,2.0
A13782902,현대멤피스아파트,서초구,방배동,126.9892632,37.4940815,37.4670815,37.5210815,126.9622632,127.0162632,0.3157894736842105,0.17391304347826086,0.4827992459943449,2,0.0989445362729157,0.7396578518996914,1.0
A13816101,송파동부센트레빌,송파구,가락동,127.1092616,37.5004853,37.4734853,37.5274853,127.0822616,127.1362616,0.15789473684210525,0.13043478260869565,0.3094957587181904,1,0.19298486706654988,0.4398246101833002,2.0
A13981001,상계불암대림제2,노원구,상계동,127.0779474,37.6639068,37.6369068,37.6909068,127.0509474,127.1049474,0.10526315789473684,0.17391304347826086,0.1864985862393968,1,0.14395701678507405,0.3907967599018244,2.0
A15284204,구로성호주상복합,구로구,구로동,126.891368,37.4969204,37.4699204,37.5239204,126.864368,126.918368,0.7368421052631579,0.3913043478260869,0.7355089538171536,0,0.17400540858667485,1.1755790779174438,0.0
A15303502,관악산신도브래뉴,금천구,시흥동,126.9106575,37.4479487,37.4209487,37.4749487,126.8836575,126.9376575,0.15789473684210525,0.17391304347826086,0.4071630537229029,2,0.2601834083525518,0.9008967239793275,1.0
A13790706,잠원한신로얄,서초구,잠원동,127.009318,37.5135903,37.486590299999996,37.5405903,126.98231799999999,127.036318,0.3684210526315789,0.5652173913043478,0.5581998114985862,0,0.2950705935878634,1.2966442629186323,0.0
A12101001,서서울삼성아파트,마포구,아현동,126.9591333,37.5563617,37.529361699999995,37.5833617,126.9321333,126.9861333,0.7368421052631579,0.2608695652173913,0.4447455230914232,2,0.3389105373463258,0.9796238529731015,1.0
A14319201,현대강변,광진구,자양동,127.0856424,37.5283974,37.5013974,37.555397400000004,127.0586424,127.1126424,0.5263157894736842,0.21739130434782608,0.5358152686145146,2,0.14565476767675056,0.7863680833035263,1.0
A15209303,대상,구로구,개봉동,126.8497887,37.4823243,37.4553243,37.5093243,126.8227887,126.8767887,0.2631578947368421,0.08695652173913043,0.272502356267672,1,0.16004130572611472,0.406881048842865,2.0
A13307201,행당브라운스톤,성동구,행당동,127.029416,37.5589247,37.5319247,37.5859247,127.002416,127.056416,0.6842105263157894,0.21739130434782608,0.7712064090480678,0,0.23511699837163968,1.2366906677024085,0.0
A14088201,시티파크2단지,용산구,한강로3가,126.9698845,37.5261643,37.4991643,37.5531643,126.9428845,126.99688450000001,0.47368421052631576,0.2608695652173913,0.25070688030160226,2,0.23979683258484735,0.8805101482116231,1.0
A14282301,미아2동경남아너스빌,강북구,미아동,127.0191154,37.6287523,37.6017523,37.6557523,126.9921154,127.0461154,0.5263157894736842,0.2608695652173913,0.5963713477851084,0,0.19745538139650368,1.1990290507272725,0.0
A12220001,은평뉴타운상림마을6단지 제1아파트(8단지 푸르지오),은평구,진관동,126.9328208,37.6499688,37.6229688,37.676968800000004,126.9058208,126.9598208,0.15789473684210525,0.0,0.0,1,0.15475292195725987,0.4015926650740102,2.0
A15882006,목동현대2차,양천구,목동,126.8717412,37.5234632,37.4964632,37.5504632,126.8447412,126.8987412,0.631578947368421,0.17391304347826086,0.6694156456173421,0,0.25223583079093975,1.2538095001217087,0.0
A15722104,마곡청구아파트,강서구,방화동,126.8219282,37.5729601,37.5459601,37.599960100000004,126.7949282,126.8489282,0.21052631578947367,0.043478260869565216,0.18096135721017909,1,0.06591380889934499,0.31275355201609534,2.0
A13613002,월곡2SHville임대,성북구,하월곡동,127.0417743,37.5975546,37.5705546,37.6245546,127.0147743,127.0687743,0.42105263157894735,0.43478260869565216,0.6867342130065975,0,0.14884667659626286,1.1504203459270317,0.0
A15885303,신정대림,양천구,신정동,126.8740132,37.5178406,37.4908406,37.5448406,126.84701319999999,126.9010132,0.6842105263157894,0.17391304347826086,0.6672950047125353,0,0.271265430255169,1.272839099585938,0.0
A13816001,가락현대5차,송파구,가락동,127.1310772,37.4995774,37.4725774,37.5265774,127.10407719999999,127.1580772,0.3157894736842105,0.21739130434782608,0.2776861451460886,2,0.21426738321039032,0.854980698837166,1.0
A12185603,신수현대,마포구,신수동,126.9370025,37.5430889,37.5160889,37.5700889,126.9100025,126.9640025,0.42105263157894735,0.08695652173913043,0.3738218661639962,2,0.11824109170166935,0.7589544073284451,1.0
A15380101,가산삼익아파트,금천구,가산동,126.8929933,37.4729051,37.4459051,37.4999051,126.8659933,126.9199933,0.5263157894736842,0.43478260869565216,0.7002827521206408,0,0.0475983883183375,1.0491720576491064,0.0
A12123001,망원휴먼빌아파트,마포구,망원동,126.898736,37.5586582,37.5316582,37.585658200000005,126.871736,126.925736,0.3157894736842105,0.0,0.0,1,0.1919077142054263,0.4387474573221766,2.0
A13528001,대치대우아이빌4차,강남구,대치동,127.0538874,37.5051358,37.4781358,37.5321358,127.02688739999999,127.0808874,0.3684210526315789,0.7391304347826086,0.6814326107445806,0,0.3828068716970657,1.3843805410278345,0.0
A13922901,중계현대1차,노원구,중계동,127.0849795,37.6486998,37.6216998,37.675699800000004,127.0579795,127.1119795,0.05263157894736842,0.13043478260869565,0.22349198868991516,1,0.1800989789446691,0.4269387220614195,2.0
A13586102,도곡현대,강남구,도곡동,127.0387604,37.4892623,37.4622623,37.5162623,127.0117604,127.0657604,0.21052631578947367,0.6521739130434783,0.7403393025447691,0,0.4286358364467444,1.4302095057775133,0.0
A15609002,사당삼호그린,동작구,사당동,126.9653347,37.4860661,37.4590661,37.5130661,126.9383347,126.9923347,0.47368421052631576,0.13043478260869565,0.5783459000942507,2,0.1362959721340085,0.7770092877607842,1.0
A15786510,염창한강동아(2차),강서구,염창동,126.8742629,37.5540431,37.5270431,37.5810431,126.8472629,126.9012629,0.42105263157894735,0.043478260869565216,0.33117342130065974,2,0.17893838343738747,0.8196516990641631,1.0
A15209304,영화 아이닉스,구로구,개봉동,126.8492712,37.4828153,37.4558153,37.5098153,126.8222712,126.8762712,0.2631578947368421,0.08695652173913043,0.2747408105560792,1,0.16207327644045708,0.4089130195572074,2.0
A13285503,방학동양크레오,도봉구,방학동,127.0302398,37.6645568,37.6375568,37.6915568,127.0032398,127.0572398,0.42105263157894735,0.21739130434782608,0.4103440150801131,2,0.07376778552749719,0.7144811011542729,1.0
A13593901,개포자이아파트,강남구,개포동,127.0766243,37.4962963,37.469296299999996,37.5232963,127.0496243,127.1036243,0.3157894736842105,0.17391304347826086,0.3973845428840716,2,0.1162363724311954,0.7569496880579711,1.0
A15004502,당산디오빌,영등포구,당산동5가,126.9022713,37.5332373,37.5062373,37.560237300000004,126.8752713,126.9292713,0.47368421052631576,0.13043478260869565,0.3569745523091423,2,0.12654797871640988,0.7672612943431856,1.0
A13677807,정릉우정에쉐르,성북구,정릉동,127.0107566,37.6001332,37.5731332,37.6271332,126.98375659999999,127.0377566,0.5263157894736842,0.08695652173913043,0.510603204524034,2,0.146846811975434,0.7875601276022097,1.0
A15010304,양평삼호,영등포구,양평동3가,126.8927894,37.528336,37.501336,37.555336000000004,126.8657894,126.9197894,0.5263157894736842,0.13043478260869565,0.4619462770970782,2,0.11942146585986729,0.760134781486643,1.0
A13986201,중계우성3차,노원구,중계동,127.0730455,37.6524246,37.6254246,37.679424600000004,127.0460455,127.10004550000001,0.10526315789473684,0.17391304347826086,0.25176720075400566,1,0.18081886253660234,0.4276586056533527,2.0
A15005102,신기목련,영등포구,신길동,126.9150295,37.5083649,37.481364899999996,37.5353649,126.8880295,126.9420295,0.6842105263157894,0.3913043478260869,0.7027568331762488,0,0.12169550202334008,1.123269171354109,0.0
A13204301,초안산신도브래뉴,도봉구,창동,127.0425663,37.6334333,37.6064333,37.6604333,127.0155663,127.0695663,0.47368421052631576,0.30434782608695654,0.6563383600377003,0,0.15403833175015436,1.1556120010809232,0.0
A15102202,신림동부센트레빌,관악구,신림동,126.9163206,37.4732059,37.4462059,37.500205900000005,126.8893206,126.9433206,0.631578947368421,0.5217391304347826,0.9354382657869934,0,0.2534279663032393,1.2550016356340081,0.0
A15722304,치현마을동일스위트리버아파트,강서구,방화동,126.8158189,37.579321,37.552321,37.606321,126.7888189,126.8428189,0.21052631578947367,0.043478260869565216,0.147502356267672,1,0.04337407042630313,0.2902138135430535,2.0
A12086001,홍제태영으뜸,서대문구,홍제동,126.9466544,37.5935653,37.5665653,37.6205653,126.9196544,126.9736544,0.3684210526315789,0.08695652173913043,0.4436852026390198,2,0.09158748348622708,0.7323007991130028,1.0
A13510202,청담2차현대아파트,강남구,청담동,127.0407663,37.5215554,37.494555399999996,37.5485554,127.0137663,127.0677663,0.3157894736842105,0.6521739130434783,0.7970075400565504,0,0.3550364056848567,1.3566100750156256,0.0
A15005602,신길우창,영등포구,신길동,126.9123051,37.4973055,37.4703055,37.524305500000004,126.8853051,126.9393051,0.6842105263157894,0.4782608695652174,0.9057492931196984,0,0.23296193821940822,1.234535607550177,0.0
A14319302,자양우방리버파크,광진구,자양동,127.0705581,37.531148,37.504148,37.558148,127.0435581,127.0975581,0.5263157894736842,0.2608695652173913,0.691564561734213,0,0.15866015160867364,1.1602338209394425,0.0
A15381303,독산현대,금천구,독산동,126.8950063,37.4674692,37.440469199999995,37.4944692,126.8680063,126.9220063,0.3157894736842105,0.30434782608695654,0.6642318567389255,2,0.26371195138372777,0.9044252670105035,1.0
A13980402,공릉건영장미,노원구,공릉동,127.0753286,37.6292718,37.6022718,37.6562718,127.0483286,127.1023286,0.3157894736842105,0.21739130434782608,0.3780631479736098,2,0.13787596660343862,0.7785892822302143,1.0
A13920202,상계코오롱,노원구,상계동,127.0699176,37.6526723,37.6256723,37.6796723,127.0429176,127.0969176,0.3157894736842105,0.17391304347826086,0.27191328934967013,1,0.2102490221965048,0.45708876531325515,2.0
A13813003,오금삼성,송파구,오금동,127.1390705,37.4964677,37.469467699999996,37.5234677,127.1120705,127.1660705,0.2631578947368421,0.21739130434782608,0.22514137606032045,1,0.18214737770434655,0.4289871208210969,2.0
A13812003,금호어울림1차,송파구,마천동,127.1548193,37.4982315,37.4712315,37.525231500000004,127.1278193,127.1818193,0.2631578947368421,0.17391304347826086,0.14255419415645618,1,0.1171412207302138,0.3639809638469641,2.0
A15883803,신월대림,양천구,신월동,126.8448771,37.52371,37.49671,37.55071,126.8178771,126.8718771,0.42105263157894735,0.13043478260869565,0.6929783223374175,2,0.23390097608517135,0.874614291711947,1.0
